Id,TYPE,TICKER,URL
1,stocks,MREIT,https://www.pse.com.ph/company-information-MREIT/
2,stocks,GLOBE,https://www.pse.com.ph/company-information-GLO/
3,stocks,CREIT,https://www.pse.com.ph/company-information-CREIT/
4,stocks,RCR,https://www.pse.com.ph/company-information-RCR/
5,stocks,BDO,https://www.pse.com.ph/company-information-BDO/
